Parameter_ID,Form,Comment,Loan,Source,Pages,Ultimate source,Glottocode,Name,Language_ID
5,limep,,FALSE,Lean1985Vol02,p.46,1 CSQ. Village: Sori 1.,sori1242,Sori-Harengan (Sori dialect),sori1242-3
6,gonop,,FALSE,Lean1985Vol02,p.46,1 CSQ. Village: Sori 1.,sori1242,Sori-Harengan (Sori dialect),sori1242-3
7,ehetarop,,FALSE,Lean1985Vol02,p.46,1 CSQ. Village: Sori 1.,sori1242,Sori-Harengan (Sori dialect),sori1242-3
8,anuhuop,,FALSE,Lean1985Vol02,p.46,1 CSQ. Village: Sori 1.,sori1242,Sori-Harengan (Sori dialect),sori1242-3
9,anusip,,FALSE,Lean1985Vol02,p.46,1 CSQ. Village: Sori 1.,sori1242,Sori-Harengan (Sori dialect),sori1242-3
10,saop,,FALSE,Lean1985Vol02,p.46,1 CSQ. Village: Sori 1.,sori1242,Sori-Harengan (Sori dialect),sori1242-3
11,saop e sip,,FALSE,Lean1985Vol02,p.46,1 CSQ. Village: Sori 1.,sori1242,Sori-Harengan (Sori dialect),sori1242-3
15,saop e limep,,FALSE,Lean1985Vol02,p.46,1 CSQ. Village: Sori 1.,sori1242,Sori-Harengan (Sori dialect),sori1242-3
100,sa'ar,,FALSE,Lean1985Vol02,p.46,1 CSQ. Village: Sori 1.,sori1242,Sori-Harengan (Sori dialect),sori1242-3
1,nɑkwʊrʌk,,FALSE,Laycock1971D27,p.3804,,sosk1235,Kwongai (Sawos),sosk1235-1
2,vɪtik,,FALSE,Laycock1971D27,p.3804,,sosk1235,Kwongai (Sawos),sosk1235-1
3,kwʊpʊk,,FALSE,Laycock1971D27,p.3804,,sosk1235,Kwongai (Sawos),sosk1235-1
4,ɑinɑk,,FALSE,Laycock1971D27,p.3804,,sosk1235,Kwongai (Sawos),sosk1235-1
5,tɑmbʌnɑk,"[tɑmbʌ ~ tɑmbɑ = hand, arm]",FALSE,Laycock1971D27,p.3804,,sosk1235,Kwongai (Sawos),sosk1235-1
6,sɪrɑ,,FALSE,Laycock1971D27,p.3804,,sosk1235,Kwongai (Sawos),sosk1235-1
7,sɪrɑ vətɪk,,FALSE,Laycock1971D27,p.3804,,sosk1235,Kwongai (Sawos),sosk1235-1
8,sɪrɑ kʊpʊk,,FALSE,Laycock1971D27,p.3804,,sosk1235,Kwongai (Sawos),sosk1235-1
9,sɪrɑ ɑinɑk,,FALSE,Laycock1971D27,p.3804,,sosk1235,Kwongai (Sawos),sosk1235-1
10,tɑmbɑ vətɪk,,FALSE,Laycock1971D27,p.3804,,sosk1235,Kwongai (Sawos),sosk1235-1
20,nɑkwʊrɑk ndu mi,[ndu = man],FALSE,Laycock1971D27,p.3804,,sosk1235,Kwongai (Sawos),sosk1235-1
1,nəkulək,,FALSE,Staalsen1975,p.14,,sosk1235,Kwaruwi,sosk1235-2
3,kupuk,,FALSE,Staalsen1975,p.14,,sosk1235,Kwaruwi,sosk1235-2
1,tei,,FALSE,Parker1970,passim,,sout2859,Southeast Ambrym,sout2859-1
2,lu,,FALSE,Parker1970,passim,,sout2859,Southeast Ambrym,sout2859-1
3,tol,,FALSE,Parker1970,passim,,sout2859,Southeast Ambrym,sout2859-1
4,hat,,FALSE,Parker1970,passim,,sout2859,Southeast Ambrym,sout2859-1
5,hateipin,"[cf. p.5 <he> ‘hand, forearm’; cf. p.22 <pIpin> ‘suffice, be enough’]",FALSE,Parker1970,passim,,sout2859,Southeast Ambrym,sout2859-1
5,lim,,FALSE,Parker1970,passim,,sout2859,Southeast Ambrym,sout2859-1
10,hexalu,"[cf. p.5 <he> ‘hand, forearm’; cf. p.42 <xa> ‘that, which, who’]",FALSE,Parker1970,passim,,sout2859,Southeast Ambrym,sout2859-1
20,hanutap,"[cf. p.4 <hanu> ‘person’; cf. p.30 <tap> ‘whole, entire’. Apparently obsolete; elicited only in hanutap twenty, and : da tap. It’s more than necessary; It’s more than was expected.]",FALSE,Parker1970,passim,,sout2859,Southeast Ambrym,sout2859-1
20,hanu tap,"[cf. p.4 <hanu> ‘person’; cf. p.30 <tap> ‘whole, entire’. Apparently obsolete; elicited only in hanutap twenty, and : da tap. It’s more than necessary; It’s more than was expected.]",FALSE,Parker1970,passim,,sout2859,Southeast Ambrym,sout2859-1
0,’ao’e,,FALSE,Charpentier2015,pp.1825-1843,,sout2866,South Marquesan - Hiva Oa,sout2866-1
1,tahi,,FALSE,Charpentier2015,pp.1825-1843,,sout2866,South Marquesan - Hiva Oa,sout2866-1
2,e ’ua,,FALSE,Charpentier2015,pp.1825-1843,,sout2866,South Marquesan - Hiva Oa,sout2866-1
3,e to’u,,FALSE,Charpentier2015,pp.1825-1843,,sout2866,South Marquesan - Hiva Oa,sout2866-1
4,e fa,,FALSE,Charpentier2015,pp.1825-1843,,sout2866,South Marquesan - Hiva Oa,sout2866-1
5,e ’ima,,FALSE,Charpentier2015,pp.1825-1843,,sout2866,South Marquesan - Hiva Oa,sout2866-1
6,e ono,,FALSE,Charpentier2015,pp.1825-1843,,sout2866,South Marquesan - Hiva Oa,sout2866-1
7,e fitu,,FALSE,Charpentier2015,pp.1825-1843,,sout2866,South Marquesan - Hiva Oa,sout2866-1
8,e va’u,,FALSE,Charpentier2015,pp.1825-1843,,sout2866,South Marquesan - Hiva Oa,sout2866-1
9,e iva,,FALSE,Charpentier2015,pp.1825-1843,,sout2866,South Marquesan - Hiva Oa,sout2866-1
10,onohu’u,,FALSE,Charpentier2015,pp.1825-1843,,sout2866,South Marquesan - Hiva Oa,sout2866-1
11,onohu’u e tahi,,FALSE,Charpentier2015,pp.1825-1843,,sout2866,South Marquesan - Hiva Oa,sout2866-1
12,onohu’u e ’ua,,FALSE,Charpentier2015,pp.1825-1843,,sout2866,South Marquesan - Hiva Oa,sout2866-1
20,tekau,,FALSE,Charpentier2015,pp.1825-1843,,sout2866,South Marquesan - Hiva Oa,sout2866-1
23,tekau e to’u,,FALSE,Charpentier2015,pp.1825-1843,,sout2866,South Marquesan - Hiva Oa,sout2866-1
35,to’u onohu’u e ’ima,,FALSE,Charpentier2015,pp.1825-1843,,sout2866,South Marquesan - Hiva Oa,sout2866-1
46,e fa onohu’u e ono,,FALSE,Charpentier2015,pp.1825-1843,,sout2866,South Marquesan - Hiva Oa,sout2866-1
100,hanere,< English hundred,TRUE,Charpentier2015,pp.1825-1843,,sout2866,South Marquesan - Hiva Oa,sout2866-1
1000,tautini,< English thousand,TRUE,Charpentier2015,pp.1825-1843,,sout2866,South Marquesan - Hiva Oa,sout2866-1
1000,e ’ima au,archaic or obsolete,FALSE,Charpentier2015,pp.1825-1843,,sout2866,South Marquesan - Hiva Oa,sout2866-1
0,’ao’e,,FALSE,Charpentier2015,pp.1825-1843,,sout2866,South Marquesan - Fatu Hiva,sout2866-2
1,tahi,,FALSE,Charpentier2015,pp.1825-1843,,sout2866,South Marquesan - Fatu Hiva,sout2866-2
2,e ’ua,,FALSE,Charpentier2015,pp.1825-1843,,sout2866,South Marquesan - Fatu Hiva,sout2866-2
3,e to’u,,FALSE,Charpentier2015,pp.1825-1843,,sout2866,South Marquesan - Fatu Hiva,sout2866-2
4,e fa,,FALSE,Charpentier2015,pp.1825-1843,,sout2866,South Marquesan - Fatu Hiva,sout2866-2
5,e ’ima,,FALSE,Charpentier2015,pp.1825-1843,,sout2866,South Marquesan - Fatu Hiva,sout2866-2
6,e ono,,FALSE,Charpentier2015,pp.1825-1843,,sout2866,South Marquesan - Fatu Hiva,sout2866-2
7,e fitu,,FALSE,Charpentier2015,pp.1825-1843,,sout2866,South Marquesan - Fatu Hiva,sout2866-2
8,e va’u,,FALSE,Charpentier2015,pp.1825-1843,,sout2866,South Marquesan - Fatu Hiva,sout2866-2
9,e iva,,FALSE,Charpentier2015,pp.1825-1843,,sout2866,South Marquesan - Fatu Hiva,sout2866-2
10,onohu’u,,FALSE,Charpentier2015,pp.1825-1843,,sout2866,South Marquesan - Fatu Hiva,sout2866-2
11,onohu’u e tahi,,FALSE,Charpentier2015,pp.1825-1843,,sout2866,South Marquesan - Fatu Hiva,sout2866-2
12,onohu’u e ’ua,,FALSE,Charpentier2015,pp.1825-1843,,sout2866,South Marquesan - Fatu Hiva,sout2866-2
20,tekau,,FALSE,Charpentier2015,pp.1825-1843,,sout2866,South Marquesan - Fatu Hiva,sout2866-2
23,tekau e to’u,,FALSE,Charpentier2015,pp.1825-1843,,sout2866,South Marquesan - Fatu Hiva,sout2866-2
35,to’u onohu’u e ’ima,,FALSE,Charpentier2015,pp.1825-1843,,sout2866,South Marquesan - Fatu Hiva,sout2866-2
46,fa onohu’u e ono,,FALSE,Charpentier2015,pp.1825-1843,,sout2866,South Marquesan - Fatu Hiva,sout2866-2
100,hanere,< English hundred,TRUE,Charpentier2015,pp.1825-1843,,sout2866,South Marquesan - Fatu Hiva,sout2866-2
1000,tautini,< English thousand,TRUE,Charpentier2015,pp.1825-1843,,sout2866,South Marquesan - Fatu Hiva,sout2866-2
1000,mira,,FALSE,Charpentier2015,pp.1825-1843,,sout2866,South Marquesan - Fatu Hiva,sout2866-2
1,takanan,,FALSE,Smith1988,p.65,,sout2877,Dangal,sout2877-1
2,suruk,,FALSE,Smith1988,p.65,,sout2877,Dangal,sout2877-1
3,suruk aru wangin,,FALSE,Smith1988,p.65,,sout2877,Dangal,sout2877-1
4,suruk a suruk,,FALSE,Smith1988,p.65,,sout2877,Dangal,sout2877-1
5,bangi takanan,one hand,FALSE,Smith1988,p.65,,sout2877,Dangal,sout2877-1
6,bangi takanan ru wangin,one hand and another,FALSE,Smith1988,p.65,,sout2877,Dangal,sout2877-1
7,bangi takanan ru suruk,,FALSE,Smith1988,p.65,,sout2877,Dangal,sout2877-1
8,bangi takanan ru suruk aru wangin,,FALSE,Smith1988,p.65,,sout2877,Dangal,sout2877-1
9,bangi takanan aru suruk a suruk,,FALSE,Smith1988,p.65,,sout2877,Dangal,sout2877-1
10,bangi suruk,,FALSE,Smith1988,p.65,,sout2877,Dangal,sout2877-1
1,taganangk,,FALSE,Smith1988,p.65,,sout2877,Maralango,sout2877-2
2,serok,,FALSE,Smith1988,p.65,,sout2877,Maralango,sout2877-2
3,serok a wangin,,FALSE,Smith1988,p.65,,sout2877,Maralango,sout2877-2
4,serok a serok,,FALSE,Smith1988,p.65,,sout2877,Maralango,sout2877-2
5,nga bangge,one hand,FALSE,Smith1988,p.65,,sout2877,Maralango,sout2877-2
1,tangka'nangk,,FALSE,LeanMorobe,p.75,SIL Word List (1965).,sout2877,South Watut (‘Dangal’),sout2877-3
2,suruk,,FALSE,LeanMorobe,p.75,SIL Word List (1965).,sout2877,South Watut (‘Dangal’),sout2877-3
3,suruk a wangin,2 + 1,FALSE,LeanMorobe,p.75,SIL Word List (1965).,sout2877,South Watut (‘Dangal’),sout2877-3
4,suruk a suruk,2 + 2,FALSE,LeanMorobe,p.75,SIL Word List (1965).,sout2877,South Watut (‘Dangal’),sout2877-3
5,marapi,,FALSE,LeanMorobe,p.75,SIL Word List (1965).,sout2877,South Watut (‘Dangal’),sout2877-3
10,baginsfanta,‘bangi-’ = ‘hand’,FALSE,LeanMorobe,p.75,SIL Word List (1965).,sout2877,South Watut (‘Dangal’),sout2877-3
1,ka'kanangk,,FALSE,LeanMorobe,p.75,SIL Word List (1968).,sout2877,South Watut (‘Maralango’),sout2877-4
2,si'rok,,FALSE,LeanMorobe,p.75,SIL Word List (1968).,sout2877,South Watut (‘Maralango’),sout2877-4
3,siroʔ vangen,2 + 1,FALSE,LeanMorobe,p.75,SIL Word List (1968).,sout2877,South Watut (‘Maralango’),sout2877-4
4,sirok a sirok,2 + 2,FALSE,LeanMorobe,p.75,SIL Word List (1968).,sout2877,South Watut (‘Maralango’),sout2877-4
5,sirok a sirok a vangen,2 + 2 + 1,FALSE,LeanMorobe,p.75,SIL Word List (1968).,sout2877,South Watut (‘Maralango’),sout2877-4
10,kambi,,FALSE,LeanMorobe,p.75,SIL Word List (1968).,sout2877,South Watut (‘Maralango’),sout2877-4
1,taganaŋk,,FALSE,Fischer1963,pp.224-225,,sout2877,Watut (Maralaŋko),sout2877-5
2,serok,,FALSE,Fischer1963,pp.224-225,,sout2877,Watut (Maralaŋko),sout2877-5
3,serok a waŋin,"Whereas taganaŋk really means “one”, waŋin can rather be translated as “plus one”. waŋin corresponds to the indefinite article ...",FALSE,Fischer1963,pp.224-225,,sout2877,Watut (Maralaŋko),sout2877-5
4,serok a serok,,FALSE,Fischer1963,pp.224-225,,sout2877,Watut (Maralaŋko),sout2877-5
5,serok a serok a waŋin,,FALSE,Fischer1963,pp.224-225,,sout2877,Watut (Maralaŋko),sout2877-5
5,ŋa baŋge,[cf. Bentseŋ <beŋki> ‘hand’],FALSE,Fischer1963,pp.224-225,,sout2877,Watut (Maralaŋko),sout2877-5
1,ˈmetl̩,,FALSE,Taber1993,pp.418-419,,sout2883,Southeast Babar,sout2883-1
2,ˈwuru,,FALSE,Taber1993,pp.418-419,,sout2883,Southeast Babar,sout2883-1
3,ˈwɔkɛl,,FALSE,Taber1993,pp.418-419,,sout2883,Southeast Babar,sout2883-1
4,ˈwax,,FALSE,Taber1993,pp.418-419,,sout2883,Southeast Babar,sout2883-1
5,wɔˈlim,,FALSE,Taber1993,pp.418-419,,sout2883,Southeast Babar,sout2883-1
6,wɔˈlɛm,,FALSE,Taber1993,pp.418-419,,sout2883,Southeast Babar,sout2883-1
7,wɔˈix,,FALSE,Taber1993,pp.418-419,,sout2883,Southeast Babar,sout2883-1
8,wɔˈka,,FALSE,Taber1993,pp.418-419,,sout2883,Southeast Babar,sout2883-1
9,ˈwusi,,FALSE,Taber1993,pp.418-419,,sout2883,Southeast Babar,sout2883-1
10,ˈwuki,,FALSE,Taber1993,pp.418-419,,sout2883,Southeast Babar,sout2883-1
100,ˈrai,,FALSE,Taber1993,pp.418-419,,sout2883,Southeast Babar,sout2883-1
1000,ˈribali,,FALSE,Taber1993,pp.418-419,,sout2883,Southeast Babar,sout2883-1
1,osa,,FALSE,Stokhof1981Vol3.2,p.79,,sout2895,Fatakai (Nuaulu): Seram,sout2895-1
2,oewa,,FALSE,Stokhof1981Vol3.2,p.79,,sout2895,Fatakai (Nuaulu): Seram,sout2895-1
3,tonoe,,FALSE,Stokhof1981Vol3.2,p.79,,sout2895,Fatakai (Nuaulu): Seram,sout2895-1
4,ate,,FALSE,Stokhof1981Vol3.2,p.79,,sout2895,Fatakai (Nuaulu): Seram,sout2895-1
5,nima,,FALSE,Stokhof1981Vol3.2,p.79,,sout2895,Fatakai (Nuaulu): Seram,sout2895-1
6,nome,,FALSE,Stokhof1981Vol3.2,p.79,,sout2895,Fatakai (Nuaulu): Seram,sout2895-1
7,itoe,,FALSE,Stokhof1981Vol3.2,p.79,,sout2895,Fatakai (Nuaulu): Seram,sout2895-1
8,wanoe,,FALSE,Stokhof1981Vol3.2,p.79,,sout2895,Fatakai (Nuaulu): Seram,sout2895-1
9,sija,,FALSE,Stokhof1981Vol3.2,p.79,,sout2895,Fatakai (Nuaulu): Seram,sout2895-1
10,hoetoesa,,FALSE,Stokhof1981Vol3.2,p.79,,sout2895,Fatakai (Nuaulu): Seram,sout2895-1
11,nesi osa,,FALSE,Stokhof1981Vol3.2,p.79,,sout2895,Fatakai (Nuaulu): Seram,sout2895-1
12,nesi jaoewa,,FALSE,Stokhof1981Vol3.2,p.79,,sout2895,Fatakai (Nuaulu): Seram,sout2895-1
13,nesi jatonoe,,FALSE,Stokhof1981Vol3.2,p.79,,sout2895,Fatakai (Nuaulu): Seram,sout2895-1
18,nesi jawanoe,,FALSE,Stokhof1981Vol3.2,p.79,,sout2895,Fatakai (Nuaulu): Seram,sout2895-1
19,nesi jasija,,FALSE,Stokhof1981Vol3.2,p.79,,sout2895,Fatakai (Nuaulu): Seram,sout2895-1
20,hoetoe oewa,,FALSE,Stokhof1981Vol3.2,p.79,,sout2895,Fatakai (Nuaulu): Seram,sout2895-1
21,hoetoe oewa nesija osa,,FALSE,Stokhof1981Vol3.2,p.79,,sout2895,Fatakai (Nuaulu): Seram,sout2895-1
25,hoetoe oewa nesija nima,,FALSE,Stokhof1981Vol3.2,p.79,,sout2895,Fatakai (Nuaulu): Seram,sout2895-1
30,hoetoe tonoe,,FALSE,Stokhof1981Vol3.2,p.79,,sout2895,Fatakai (Nuaulu): Seram,sout2895-1
40,hoetoe wate,,FALSE,Stokhof1981Vol3.2,p.79,,sout2895,Fatakai (Nuaulu): Seram,sout2895-1
50,hoetoe nima,,FALSE,Stokhof1981Vol3.2,p.79,,sout2895,Fatakai (Nuaulu): Seram,sout2895-1
60,hoetoe nome,,FALSE,Stokhof1981Vol3.2,p.79,,sout2895,Fatakai (Nuaulu): Seram,sout2895-1
100,oetoen,,FALSE,Stokhof1981Vol3.2,p.79,,sout2895,Fatakai (Nuaulu): Seram,sout2895-1
1000,nifoen,,FALSE,Stokhof1981Vol3.2,p.79,,sout2895,Fatakai (Nuaulu): Seram,sout2895-1
10000,nifoenifoetoesa,,FALSE,Stokhof1981Vol3.2,p.79,,sout2895,Fatakai (Nuaulu): Seram,sout2895-1
1,saȽo,,FALSE,Meman1990,p.6,,sout2912,Viracnon (Bikol),sout2912-1
2,duwa,,FALSE,Meman1990,p.6,,sout2912,Viracnon (Bikol),sout2912-1
3,tulo,,FALSE,Meman1990,p.6,,sout2912,Viracnon (Bikol),sout2912-1
4,apat,,FALSE,Meman1990,p.6,,sout2912,Viracnon (Bikol),sout2912-1
5,lima,,FALSE,Meman1990,p.6,,sout2912,Viracnon (Bikol),sout2912-1
6,anom,,FALSE,Meman1990,p.6,,sout2912,Viracnon (Bikol),sout2912-1
7,pito,,FALSE,Meman1990,p.6,,sout2912,Viracnon (Bikol),sout2912-1
8,waȽu,,FALSE,Meman1990,p.6,,sout2912,Viracnon (Bikol),sout2912-1
9,siyam,,FALSE,Meman1990,p.6,,sout2912,Viracnon (Bikol),sout2912-1
10,sampuȽo,,FALSE,Meman1990,p.6,,sout2912,Viracnon (Bikol),sout2912-1
40,kuwarenta,[from Spanish],TRUE,Meman1990,p.6,,sout2912,Viracnon (Bikol),sout2912-1
50,singkuwenta,[from Spanish],TRUE,Meman1990,p.6,,sout2912,Viracnon (Bikol),sout2912-1
60,sisenta,[from Spanish],TRUE,Meman1990,p.6,,sout2912,Viracnon (Bikol),sout2912-1
70,sitenta,[from Spanish],TRUE,Meman1990,p.6,,sout2912,Viracnon (Bikol),sout2912-1
80,otsenta,[from Spanish],TRUE,Meman1990,p.6,,sout2912,Viracnon (Bikol),sout2912-1
90,nobenta,[from Spanish],TRUE,Meman1990,p.6,,sout2912,Viracnon (Bikol),sout2912-1
100,sanggatos,,FALSE,Meman1990,p.6,,sout2912,Viracnon (Bikol),sout2912-1
2,dua,,FALSE,Thiessen1980,pp.72-78,,sout2916,Canipaan Palawan,sout2916-1
3,telu,,FALSE,Thiessen1980,pp.72-78,,sout2916,Canipaan Palawan,sout2916-1
4,epat,,FALSE,Thiessen1980,pp.72-78,,sout2916,Canipaan Palawan,sout2916-1
5,lima,,FALSE,Thiessen1980,pp.72-78,,sout2916,Canipaan Palawan,sout2916-1
6,enem,,FALSE,Thiessen1980,pp.72-78,,sout2916,Canipaan Palawan,sout2916-1
7,pitu,,FALSE,Thiessen1980,pp.72-78,,sout2916,Canipaan Palawan,sout2916-1
8,walu,,FALSE,Thiessen1980,pp.72-78,,sout2916,Canipaan Palawan,sout2916-1
9,siam,,FALSE,Thiessen1980,pp.72-78,,sout2916,Canipaan Palawan,sout2916-1
10,puluq,,FALSE,Thiessen1980,pp.72-78,,sout2916,Canipaan Palawan,sout2916-1
100,ɡatus,,FALSE,Thiessen1980,pp.72-78,,sout2916,Canipaan Palawan,sout2916-1
1,əssa,,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,sout2918,Sama Sitaŋkai,sout2918-1
1,dakayuʔ,,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,sout2918,Sama Sitaŋkai,sout2918-1
2,dua,,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,sout2918,Sama Sitaŋkai,sout2918-1
3,təllu,,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,sout2918,Sama Sitaŋkai,sout2918-1
4,əmpat,,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,sout2918,Sama Sitaŋkai,sout2918-1
5,lima,,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,sout2918,Sama Sitaŋkai,sout2918-1
6,ənnom,,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,sout2918,Sama Sitaŋkai,sout2918-1
7,pitu,,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,sout2918,Sama Sitaŋkai,sout2918-1
8,walu,,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,sout2918,Sama Sitaŋkai,sout2918-1
9,siam,,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,sout2918,Sama Sitaŋkai,sout2918-1
10,saŋpuʔ,,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,sout2918,Sama Sitaŋkai,sout2918-1
11,saŋpuʔ maka əssa,,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,sout2918,Sama Sitaŋkai,sout2918-1
12,saŋpuʔ maka dua,,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,sout2918,Sama Sitaŋkai,sout2918-1
20,duampuʔ,,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,sout2918,Sama Sitaŋkai,sout2918-1
21,duampuʔ maka əssa,,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,sout2918,Sama Sitaŋkai,sout2918-1
100,dahatus,,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,sout2918,Sama Sitaŋkai,sout2918-1
1000,daŋibu,,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,sout2918,Sama Sitaŋkai,sout2918-1
1000000,mesak,“innumerable”,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,sout2918,Sama Sitaŋkai,sout2918-1
1000000,dasayuta,,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,sout2918,Sama Sitaŋkai,sout2918-1
1000000,daŋijay,,FALSE,Arnaud1998,pp.863-879 [word list item numbers],,sout2918,Sama Sitaŋkai,sout2918-1
1,réke,,FALSE,Ruud1955,pp.47-48,,sout2920,Betsimisaraka du Sud,sout2920-1
2,roé,,FALSE,Ruud1955,pp.47-48,,sout2920,Betsimisaraka du Sud,sout2920-1
3,télo,,FALSE,Ruud1955,pp.47-48,,sout2920,Betsimisaraka du Sud,sout2920-1
4,éfata,,FALSE,Ruud1955,pp.47-48,,sout2920,Betsimisaraka du Sud,sout2920-1
5,díme,,FALSE,Ruud1955,pp.47-48,,sout2920,Betsimisaraka du Sud,sout2920-1
6,enine,,FALSE,Ruud1955,pp.47-48,,sout2920,Betsimisaraka du Sud,sout2920-1
7,fíto,,FALSE,Ruud1955,pp.47-48,,sout2920,Betsimisaraka du Sud,sout2920-1
8,valo,,FALSE,Ruud1955,pp.47-48,,sout2920,Betsimisaraka du Sud,sout2920-1
9,síve,,FALSE,Ruud1955,pp.47-48,,sout2920,Betsimisaraka du Sud,sout2920-1
10,fólo,,FALSE,Ruud1955,pp.47-48,,sout2920,Betsimisaraka du Sud,sout2920-1
11,fólo réka ámbe,,FALSE,Ruud1955,pp.47-48,,sout2920,Betsimisaraka du Sud,sout2920-1
12,fólo róa ámbe,,FALSE,Ruud1955,pp.47-48,,sout2920,Betsimisaraka du Sud,sout2920-1
21,roapólo réka ámbe,,FALSE,Ruud1955,pp.47-48,,sout2920,Betsimisaraka du Sud,sout2920-1
22,roapólo roá ámbe,,FALSE,Ruud1955,pp.47-48,,sout2920,Betsimisaraka du Sud,sout2920-1
356,telonzáto se dimampólo énin-ámbe,,FALSE,Ruud1955,pp.47-48,,sout2920,Betsimisaraka du Sud,sout2920-1
1498,arivo se efa-zato se sivi folo valo ambe,,FALSE,Ruud1955,pp.47-48,,sout2920,Betsimisaraka du Sud,sout2920-1
1,mimò,,FALSE,Stokhof1982Vol5.1,pp.157-158,,sout2940,Kaôh,sout2940-1
2,aròb,,FALSE,Stokhof1982Vol5.1,pp.157-158,,sout2940,Kaôh,sout2940-1
3,aròbmim,,FALSE,Stokhof1982Vol5.1,pp.157-158,,sout2940,Kaôh,sout2940-1
4,kandin,,FALSE,Stokhof1982Vol5.1,pp.157-158,,sout2940,Kaôh,sout2940-1
5,angkò,,FALSE,Stokhof1982Vol5.1,pp.157-158,,sout2940,Kaôh,sout2940-1
6,mbǐnmè,,FALSE,Stokhof1982Vol5.1,pp.157-158,,sout2940,Kaôh,sout2940-1
7,mbǐnkappà,,FALSE,Stokhof1982Vol5.1,pp.157-158,,sout2940,Kaôh,sout2940-1
8,mbǐntòm,,FALSE,Stokhof1982Vol5.1,pp.157-158,,sout2940,Kaôh,sout2940-1
9,mbǐnǐmtǐrǐndi,,FALSE,Stokhof1982Vol5.1,pp.157-158,,sout2940,Kaôh,sout2940-1
10,mak,,FALSE,Stokhof1982Vol5.1,pp.157-158,,sout2940,Kaôh,sout2940-1
11,kǐndǐtǐn,,FALSE,Stokhof1982Vol5.1,pp.157-158,,sout2940,Kaôh,sout2940-1
1,mimò,,FALSE,Galis1955,p.168,,sout2940,Kati,sout2940-2
2,ajóp,,FALSE,Galis1955,p.168,,sout2940,Kati,sout2940-2
2,aro,,FALSE,Galis1955,p.168,,sout2940,Kati,sout2940-2
3,ajóp-mim,,FALSE,Galis1955,p.168,,sout2940,Kati,sout2940-2
3,aro-mim,,FALSE,Galis1955,p.168,,sout2940,Kati,sout2940-2
4,kandín,,FALSE,Galis1955,p.168,,sout2940,Kati,sout2940-2
5,anggò,,FALSE,Galis1955,p.168,,sout2940,Kati,sout2940-2
6,war,,FALSE,Galis1955,p.168,,sout2940,Kati,sout2940-2
6,war-mim,,FALSE,Galis1955,p.168,,sout2940,Kati,sout2940-2
6,bènmè,,FALSE,Galis1955,p.168,,sout2940,Kati,sout2940-2
7,bènmekamba,,FALSE,Galis1955,p.168,,sout2940,Kati,sout2940-2
8,bènmetom,,FALSE,Galis1955,p.168,,sout2940,Kati,sout2940-2
8,kandín-kandín,,FALSE,Galis1955,p.168,,sout2940,Kati,sout2940-2
9,bènkop,,FALSE,Galis1955,p.168,,sout2940,Kati,sout2940-2
9,anggob-kandín,,FALSE,Galis1955,p.168,,sout2940,Kati,sout2940-2
10,makòndo,,FALSE,Galis1955,p.168,,sout2940,Kati,sout2940-2
10,anggò-anggò,,FALSE,Galis1955,p.168,,sout2940,Kati,sout2940-2
10,adjèt-mimò,,FALSE,Galis1955,p.168,,sout2940,Kati,sout2940-2
11,anggò-bènmè,,FALSE,Galis1955,p.168,,sout2940,Kati,sout2940-2
20,makòndò-makòndò,,FALSE,Galis1955,p.168,,sout2940,Kati,sout2940-2
20,adjèt-ajóp,,FALSE,Galis1955,p.168,,sout2940,Kati,sout2940-2
30,adjèt-ajóp-mim,,FALSE,Galis1955,p.168,,sout2940,Kati,sout2940-2
40,adjèt-kandín,,FALSE,Galis1955,p.168,,sout2940,Kati,sout2940-2
1,esjo,,FALSE,Galis1955,p.168,,sout2941,Awju Sjiagha,sout2941-1
1,isjo,,FALSE,Galis1955,p.168,,sout2941,Awju Sjiagha,sout2941-1
2,okomo,,FALSE,Galis1955,p.168,,sout2941,Awju Sjiagha,sout2941-1
2,okum,,FALSE,Galis1955,p.168,,sout2941,Awju Sjiagha,sout2941-1
3,okom-esjo,,FALSE,Galis1955,p.168,,sout2941,Awju Sjiagha,sout2941-1
3,okom-isjo,,FALSE,Galis1955,p.168,,sout2941,Awju Sjiagha,sout2941-1
4,okem-okomo,,FALSE,Galis1955,p.168,,sout2941,Awju Sjiagha,sout2941-1
